직원ID,퇴직여부,나이,성별,출장빈도,일대비급여수준,부서,집과의거리,전공,업무환경만족도,업무참여도,업무만족도,결혼여부,월급여,일한회사수,직원수,18세이상,야근정도,급여증가분백분율,스톡옵션정도,근속연수,현재역할년수,마지막승진년수
564,No,29,Male,Travel_Rarely,986,Research & Development,3,Medical,2,2,3,Married,11935,1,1,Y,No,18,0,10,2,0
565,Yes,29,Female,Travel_Rarely,408,Research & Development,25,Technical Degree,3,2,2,Married,2546,5,1,Y,No,16,0,2,2,1
566,Yes,19,Male,Travel_Rarely,489,Human Resources,2,Technical Degree,1,2,4,Single,2564,1,1,Y,No,12,0,1,0,0
567,No,30,Female,Non-Travel,1398,Sales,22,Other,3,3,1,Married,8412,0,1,Y,No,11,0,9,8,7
568,No,57,Male,Travel_Rarely,210,Sales,29,Marketing,1,2,4,Divorced,14118,3,1,Y,No,12,1,1,0,0
569,No,50,Male,Travel_Rarely,1099,Research & Development,29,Life Sciences,2,2,3,Married,17046,0,1,Y,No,15,1,27,10,15
571,No,30,Female,Non-Travel,1116,Research & Development,2,Medical,3,3,4,Single,2564,0,1,Y,No,14,0,11,7,6
573,No,60,Female,Travel_Frequently,1499,Sales,28,Marketing,3,2,1,Married,10266,4,1,Y,No,19,0,18,13,13
574,No,47,Female,Travel_Rarely,983,Research & Development,2,Medical,1,3,4,Divorced,5070,5,1,Y,No,13,3,5,0,0
575,No,46,Male,Travel_Rarely,1009,Research & Development,2,Life Sciences,1,3,3,Married,17861,6,1,Y,No,13,0,3,2,0
577,No,35,Male,Travel_Rarely,144,Research & Development,22,Life Sciences,4,1,3,Single,4230,0,1,Y,No,15,0,5,4,4
578,No,54,Female,Travel_Rarely,548,Research & Development,8,Life Sciences,3,3,3,Single,3780,7,1,Y,No,11,0,1,0,0
579,No,34,Male,Travel_Rarely,1303,Research & Development,2,Life Sciences,4,2,3,Divorced,2768,3,1,Y,No,12,1,7,3,5
580,No,46,Female,Travel_Rarely,1125,Sales,10,Marketing,3,2,4,Married,9071,2,1,Y,Yes,19,1,3,2,1
581,No,31,Male,Travel_Rarely,1274,Research & Development,9,Life Sciences,3,3,2,Divorced,10648,1,1,Y,No,25,1,13,8,0
582,Yes,33,Male,Travel_Rarely,1277,Research & Development,15,Medical,2,3,3,Married,13610,7,1,Y,Yes,12,0,7,6,7
584,Yes,33,Male,Travel_Rarely,587,Research & Development,10,Medical,1,1,4,Divorced,3408,7,1,Y,No,13,3,4,3,1
585,No,30,Male,Travel_Rarely,413,Sales,7,Marketing,4,3,2,Single,2983,0,1,Y,No,14,0,3,2,1
586,No,35,Male,Travel_Rarely,1276,Research & Development,16,Life Sciences,4,3,3,Married,7632,4,1,Y,Yes,12,0,8,7,0
587,Yes,31,Male,Travel_Frequently,534,Research & Development,20,Life Sciences,1,3,3,Married,9824,3,1,Y,No,12,0,1,0,0
590,Yes,34,Female,Travel_Frequently,988,Human Resources,23,Human Resources,2,3,1,Divorced,9950,9,1,Y,Yes,15,3,3,2,0
591,No,42,Male,Travel_Frequently,1474,Research & Development,5,Other,2,3,3,Married,2093,4,1,Y,No,17,1,2,2,2
592,No,36,Male,Non-Travel,635,Sales,10,Medical,2,3,4,Single,9980,1,1,Y,No,14,0,10,3,9
593,Yes,22,Male,Travel_Frequently,1368,Research & Development,4,Technical Degree,3,2,3,Single,3894,5,1,Y,No,16,0,2,2,1
595,No,48,Female,Travel_Rarely,163,Sales,2,Marketing,2,3,4,Married,4051,2,1,Y,No,14,1,9,7,6
597,No,55,Female,Travel_Rarely,1117,Sales,18,Life Sciences,1,3,2,Single,16835,3,1,Y,No,23,0,10,9,7
599,No,41,Male,Non-Travel,267,Sales,10,Life Sciences,4,3,4,Single,6230,7,1,Y,No,14,0,14,3,1
600,No,35,Male,Travel_Rarely,619,Sales,1,Marketing,2,3,3,Married,4717,9,1,Y,No,11,0,11,9,6
601,No,40,Female,Travel_Rarely,302,Research & Development,6,Life Sciences,2,3,3,Single,13237,7,1,Y,No,15,0,20,6,5
602,No,39,Female,Travel_Frequently,443,Research & Development,8,Life Sciences,3,3,3,Married,3755,1,1,Y,No,11,1,8,3,0
604,No,31,Male,Travel_Rarely,828,Sales,2,Life Sciences,2,3,4,Single,6582,4,1,Y,Yes,13,0,6,5,0
605,No,42,Male,Travel_Rarely,319,Research & Development,24,Medical,4,3,1,Married,7406,1,1,Y,Yes,21,1,10,9,5
606,No,45,Male,Travel_Rarely,561,Sales,2,Other,4,3,2,Married,4805,0,1,Y,No,19,1,8,7,3
608,Yes,26,Female,Travel_Frequently,426,Human Resources,17,Life Sciences,2,3,3,Divorced,2741,0,1,Y,Yes,11,1,7,7,1
611,No,29,Male,Travel_Rarely,232,Research & Development,19,Technical Degree,4,3,4,Divorced,4262,4,1,Y,No,12,2,3,2,1
612,No,33,Female,Travel_Rarely,922,Research & Development,1,Medical,1,4,3,Divorced,16184,4,1,Y,No,19,1,6,1,0
613,No,31,Male,Travel_Rarely,688,Sales,7,Life Sciences,3,2,4,Divorced,11557,9,1,Y,No,21,1,5,4,0
614,Yes,18,Male,Travel_Frequently,1306,Sales,5,Marketing,2,3,2,Single,1878,1,1,Y,Yes,14,0,0,0,0
615,No,40,Male,Non-Travel,1094,Sales,28,Other,3,1,1,Divorced,10932,3,1,Y,No,15,1,1,0,0
616,No,41,Female,Non-Travel,509,Research & Development,2,Other,1,2,3,Single,6811,2,1,Y,Yes,17,0,8,7,0
618,No,26,Male,Travel_Rarely,775,Sales,29,Medical,1,3,3,Divorced,4306,5,1,Y,No,12,2,0,0,0
620,No,35,Female,Travel_Rarely,195,Sales,1,Medical,1,3,3,Single,4859,1,1,Y,No,16,0,5,4,0
621,No,34,Male,Travel_Rarely,258,Sales,21,Life Sciences,4,4,4,Single,5337,1,1,Y,No,12,0,10,7,5
622,Yes,26,Male,Travel_Rarely,471,Research & Development,24,Technical Degree,3,1,4,Single,2340,1,1,Y,Yes,18,0,1,0,0
623,No,37,Female,Travel_Rarely,799,Research & Development,1,Technical Degree,2,3,4,Single,7491,4,1,Y,No,17,0,6,5,1
624,No,46,Female,Travel_Frequently,1034,Research & Development,18,Medical,1,3,3,Married,10527,5,1,Y,No,11,0,2,2,1
625,No,41,Female,Travel_Rarely,1276,Sales,2,Life Sciences,2,3,1,Married,16595,7,1,Y,No,16,1,18,16,11
626,No,37,Male,Non-Travel,142,Sales,9,Medical,1,3,2,Divorced,8834,1,1,Y,No,13,1,9,5,7
630,No,52,Male,Travel_Rarely,956,Research & Development,6,Technical Degree,4,3,1,Divorced,5577,3,1,Y,Yes,12,2,10,9,6
631,Yes,32,Male,Non-Travel,1474,Sales,11,Other,4,4,3,Married,4707,8,1,Y,No,12,0,4,2,1
632,No,24,Male,Travel_Frequently,535,Sales,24,Medical,4,3,4,Married,2400,0,1,Y,No,13,2,2,2,2
634,No,38,Female,Travel_Rarely,1495,Research & Development,10,Medical,3,3,3,Married,9824,3,1,Y,No,19,1,1,0,0
635,No,37,Female,Travel_Rarely,446,Research & Development,1,Life Sciences,2,3,2,Married,6447,6,1,Y,No,12,1,6,5,4
638,No,49,Male,Travel_Rarely,1245,Research & Development,18,Life Sciences,4,2,3,Divorced,19502,1,1,Y,Yes,17,1,31,9,0
639,No,24,Male,Travel_Rarely,691,Research & Development,23,Medical,2,4,4,Married,2725,1,1,Y,Yes,11,2,6,5,1
641,No,26,Male,Travel_Rarely,703,Sales,28,Marketing,1,3,2,Married,6272,1,1,Y,No,20,2,5,3,1
643,No,24,Male,Travel_Rarely,823,Research & Development,17,Other,4,2,2,Married,2127,1,1,Y,No,21,1,1,0,0
644,No,50,Male,Travel_Frequently,1246,Human Resources,3,Medical,1,3,2,Married,18200,1,1,Y,No,11,1,32,5,10
645,No,25,Male,Travel_Rarely,622,Sales,13,Medical,2,3,3,Married,2096,1,1,Y,No,11,0,7,4,0
647,Yes,24,Female,Travel_Frequently,1287,Research & Development,7,Life Sciences,1,3,3,Married,2886,1,1,Y,Yes,16,1,6,3,1
648,Yes,30,Male,Travel_Frequently,448,Sales,12,Life Sciences,2,2,1,Married,2033,1,1,Y,No,18,1,1,0,0
649,No,34,Male,Travel_Rarely,254,Research & Development,1,Life Sciences,2,2,4,Married,3622,1,1,Y,Yes,13,1,6,5,1
650,Yes,31,Male,Travel_Rarely,1365,Sales,13,Medical,2,3,1,Divorced,4233,2,1,Y,No,17,0,3,1,1
652,No,35,Male,Travel_Rarely,538,Research & Development,25,Other,1,2,4,Single,3681,4,1,Y,No,14,0,3,2,0
653,No,31,Male,Travel_Rarely,525,Sales,6,Medical,1,4,4,Divorced,5460,4,1,Y,No,22,2,7,7,5
655,No,27,Female,Travel_Rarely,798,Research & Development,6,Medical,1,2,3,Divorced,2187,0,1,Y,No,12,2,5,3,0
656,No,37,Male,Travel_Rarely,558,Sales,2,Marketing,4,3,3,Married,9602,4,1,Y,Yes,11,1,3,0,1
657,No,20,Female,Travel_Rarely,959,Research & Development,1,Life Sciences,4,2,2,Single,2836,1,1,Y,No,13,0,1,0,0
659,No,42,Female,Travel_Rarely,622,Research & Development,2,Life Sciences,3,3,4,Married,4089,1,1,Y,No,13,2,10,2,2
661,No,43,Male,Travel_Rarely,782,Research & Development,6,Other,2,2,4,Divorced,16627,4,1,Y,Yes,14,1,1,0,0
662,No,38,Female,Travel_Rarely,362,Research & Development,1,Life Sciences,3,3,1,Single,2619,3,1,Y,No,17,0,0,0,0
663,No,43,Male,Travel_Frequently,1001,Research & Development,9,Medical,4,3,3,Divorced,5679,3,1,Y,Yes,13,1,8,7,4
664,No,48,Female,Travel_Rarely,1236,Research & Development,1,Life Sciences,4,2,1,Married,15402,7,1,Y,No,11,1,3,2,0
665,No,44,Female,Travel_Rarely,1112,Human Resources,1,Life Sciences,1,2,3,Single,5985,4,1,Y,No,11,0,2,2,0
666,No,34,Female,Travel_Rarely,204,Sales,14,Technical Degree,3,3,3,Divorced,2579,1,1,Y,Yes,18,2,8,2,0
667,Yes,27,Male,Travel_Rarely,1420,Sales,2,Marketing,3,3,1,Divorced,3041,0,1,Y,No,11,1,4,3,0
669,No,21,Male,Travel_Rarely,1343,Sales,22,Technical Degree,3,3,3,Single,3447,1,1,Y,No,11,0,3,2,1
671,No,44,Male,Travel_Rarely,1315,Research & Development,3,Other,4,3,4,Married,19513,4,1,Y,Yes,12,1,2,2,0
675,No,22,Male,Travel_Rarely,604,Research & Development,6,Medical,1,3,3,Married,2773,0,1,Y,No,20,0,2,2,2
677,No,33,Male,Travel_Rarely,1216,Sales,8,Marketing,3,3,3,Divorced,7104,0,1,Y,No,12,0,5,0,1
679,No,32,Female,Travel_Rarely,646,Research & Development,9,Life Sciences,1,3,4,Married,6322,1,1,Y,Yes,12,1,6,4,0
680,No,30,Female,Travel_Frequently,160,Research & Development,3,Medical,3,3,3,Divorced,2083,1,1,Y,No,20,1,1,0,0
682,No,53,Female,Travel_Rarely,238,Sales,1,Medical,4,3,1,Single,8381,7,1,Y,No,20,0,14,7,8
683,No,34,Male,Travel_Rarely,1397,Research & Development,1,Life Sciences,2,3,4,Married,2691,1,1,Y,No,12,1,10,9,8
684,Yes,45,Female,Travel_Frequently,306,Sales,26,Life Sciences,1,3,1,Married,4286,2,1,Y,No,14,2,1,1,0
686,No,26,Female,Travel_Rarely,991,Research & Development,6,Life Sciences,3,3,4,Married,2659,1,1,Y,Yes,13,1,3,2,0
689,No,37,Male,Travel_Rarely,482,Research & Development,3,Other,3,3,3,Married,9434,1,1,Y,No,15,1,10,7,7
690,No,29,Female,Travel_Rarely,1176,Sales,3,Medical,2,3,3,Married,5561,1,1,Y,No,14,1,6,0,1
691,No,35,Male,Travel_Rarely,1017,Research & Development,6,Life Sciences,2,1,4,Single,6646,1,1,Y,No,13,0,17,11,11
692,No,33,Male,Travel_Frequently,1296,Research & Development,6,Life Sciences,3,3,4,Divorced,7725,3,1,Y,No,23,1,13,11,4
698,No,54,Male,Travel_Rarely,397,Human Resources,19,Medical,3,3,2,Married,10725,2,1,Y,No,15,1,9,7,7
699,No,36,Male,Travel_Rarely,913,Research & Development,9,Medical,2,2,2,Divorced,8847,2,1,Y,Yes,11,1,3,2,0
700,No,27,Male,Travel_Rarely,1115,Research & Development,3,Medical,1,2,4,Single,2045,0,1,Y,No,13,0,4,2,1
701,Yes,20,Male,Travel_Rarely,1362,Research & Development,10,Medical,4,3,3,Single,1009,1,1,Y,Yes,11,0,1,0,1
702,Yes,33,Male,Travel_Frequently,1076,Research & Development,3,Life Sciences,1,3,1,Single,3348,1,1,Y,Yes,11,0,10,8,9
704,No,35,Male,Non-Travel,727,Research & Development,3,Life Sciences,3,2,3,Married,1281,1,1,Y,No,18,2,1,0,0
705,No,23,Male,Travel_Rarely,885,Research & Development,4,Medical,1,4,1,Married,2819,2,1,Y,No,16,1,3,2,0
707,No,25,Male,Travel_Rarely,810,Sales,8,Life Sciences,4,4,2,Married,4851,0,1,Y,No,22,1,3,2,1
709,No,38,Female,Travel_Rarely,243,Sales,7,Marketing,4,2,4,Single,4028,0,1,Y,No,20,0,7,7,0
710,No,29,Male,Travel_Frequently,806,Research & Development,1,Life Sciences,2,1,4,Divorced,2720,1,1,Y,No,18,1,10,7,2
712,No,48,Male,Travel_Rarely,817,Sales,2,Marketing,2,4,2,Married,8120,3,1,Y,No,12,0,2,2,2
714,No,27,Female,Travel_Frequently,1410,Sales,3,Medical,4,4,4,Divorced,4647,1,1,Y,Yes,20,2,6,5,0
715,No,37,Male,Travel_Rarely,1225,Research & Development,10,Life Sciences,4,4,4,Single,4680,3,1,Y,No,17,0,1,0,0
716,No,50,Male,Travel_Rarely,1207,Research & Development,28,Medical,4,4,3,Married,3221,1,1,Y,Yes,11,3,20,8,3
717,No,34,Female,Travel_Rarely,1442,Research & Development,9,Medical,4,2,2,Single,8621,1,1,Y,No,14,0,8,7,7
720,Yes,24,Female,Travel_Rarely,693,Sales,3,Life Sciences,1,3,3,Single,4577,9,1,Y,No,14,0,2,2,2
721,No,39,Female,Travel_Rarely,408,Research & Development,2,Technical Degree,4,2,3,Single,4553,1,1,Y,No,11,0,20,7,11
722,No,32,Male,Travel_Rarely,929,Sales,10,Marketing,4,3,4,Single,5396,1,1,Y,No,12,0,10,7,0
723,Yes,50,Male,Travel_Frequently,562,Sales,8,Technical Degree,2,3,3,Married,6796,3,1,Y,Yes,14,1,4,3,1
724,No,38,Female,Travel_Rarely,827,Research & Development,1,Life Sciences,2,4,4,Single,7625,0,1,Y,No,13,0,9,7,1
725,No,27,Female,Travel_Rarely,608,Research & Development,1,Life Sciences,3,3,1,Married,7412,1,1,Y,No,11,0,9,7,0
727,No,32,Female,Travel_Rarely,1018,Research & Development,3,Life Sciences,3,3,4,Single,11159,3,1,Y,No,15,0,7,7,7
728,No,47,Male,Travel_Rarely,703,Sales,14,Marketing,4,3,1,Single,4960,2,1,Y,No,12,0,7,7,1
729,No,40,Male,Travel_Frequently,580,Sales,5,Life Sciences,4,2,1,Married,10475,5,1,Y,Yes,21,1,18,13,1
730,No,53,Male,Travel_Rarely,970,Research & Development,7,Life Sciences,3,4,3,Married,14814,3,1,Y,No,19,0,5,1,1
731,No,41,Male,Travel_Rarely,427,Human Resources,10,Human Resources,2,2,4,Divorced,19141,3,1,Y,No,15,3,21,6,12
732,No,60,Male,Travel_Rarely,1179,Sales,16,Marketing,1,3,1,Single,5405,8,1,Y,No,14,0,2,2,2
733,No,27,Male,Travel_Frequently,294,Research & Development,10,Life Sciences,4,3,1,Divorced,8793,1,1,Y,No,21,2,9,7,1
734,No,41,Male,Travel_Rarely,314,Human Resources,1,Human Resources,4,2,3,Married,19189,1,1,Y,No,12,1,22,7,2
738,No,50,Male,Travel_Rarely,316,Sales,8,Marketing,4,3,2,Married,3875,7,1,Y,No,15,1,2,2,2
741,Yes,28,Female,Travel_Rarely,654,Research & Development,1,Life Sciences,1,1,2,Single,2216,7,1,Y,Yes,13,0,7,7,3
742,No,36,Female,Non-Travel,427,Research & Development,8,Life Sciences,1,4,1,Married,11713,9,1,Y,No,14,1,8,7,0
743,No,38,Female,Travel_Rarely,168,Research & Development,1,Life Sciences,3,3,3,Single,7861,4,1,Y,Yes,14,0,1,0,0
744,No,44,Male,Non-Travel,381,Research & Development,24,Medical,1,1,3,Single,3708,2,1,Y,No,14,0,5,2,1
746,No,47,Female,Travel_Frequently,217,Sales,3,Medical,4,3,3,Divorced,13770,9,1,Y,Yes,12,2,22,2,11
747,No,30,Male,Travel_Rarely,501,Sales,27,Marketing,3,3,4,Divorced,5304,7,1,Y,No,23,1,8,7,7
749,No,29,Male,Travel_Rarely,1396,Sales,10,Life Sciences,3,3,3,Single,2642,1,1,Y,No,11,0,1,0,0
752,Yes,42,Male,Travel_Frequently,933,Research & Development,19,Medical,3,4,3,Divorced,2759,6,1,Y,Yes,12,0,2,2,2
754,No,43,Male,Travel_Frequently,775,Sales,15,Life Sciences,4,2,4,Married,6804,3,1,Y,No,18,1,2,2,2
757,No,34,Female,Travel_Rarely,970,Research & Development,8,Medical,2,3,3,Single,6142,3,1,Y,No,11,0,5,1,4
758,No,23,Male,Travel_Rarely,650,Research & Development,9,Medical,2,3,1,Married,2500,1,1,Y,No,14,1,4,3,0
760,No,39,Female,Travel_Rarely,141,Human Resources,3,Human Resources,3,4,2,Married,6389,9,1,Y,No,15,1,8,3,3
762,No,56,Male,Travel_Rarely,832,Research & Development,9,Medical,3,3,4,Married,11103,7,1,Y,No,11,0,10,7,1
763,No,40,Female,Travel_Rarely,804,Research & Development,2,Medical,4,2,4,Single,2342,0,1,Y,Yes,20,0,4,2,2
764,No,27,Female,Travel_Rarely,975,Research & Development,7,Medical,4,2,1,Single,6811,8,1,Y,No,19,0,7,6,0
766,No,29,Male,Travel_Rarely,1090,Sales,10,Marketing,4,3,2,Divorced,2297,1,1,Y,No,14,2,2,2,2
769,No,53,Male,Travel_Rarely,346,Research & Development,6,Life Sciences,4,3,4,Single,2450,2,1,Y,No,17,0,2,2,2
771,No,35,Female,Non-Travel,1225,Research & Development,2,Life Sciences,4,3,1,Divorced,5093,2,1,Y,No,11,1,1,0,0
772,No,32,Male,Travel_Frequently,430,Research & Development,24,Life Sciences,1,3,4,Married,5309,1,1,Y,No,15,2,10,8,4
773,No,38,Male,Travel_Rarely,268,Research & Development,2,Medical,4,3,3,Married,3057,6,1,Y,Yes,13,1,1,0,0
775,No,34,Female,Travel_Rarely,167,Research & Development,8,Life Sciences,2,3,1,Divorced,5121,3,1,Y,No,14,1,0,0,0
776,No,52,Male,Travel_Rarely,621,Sales,3,Marketing,3,2,1,Married,16856,1,1,Y,No,11,0,34,6,1
780,Yes,33,Male,Travel_Rarely,527,Research & Development,1,Other,4,3,4,Single,2686,1,1,Y,Yes,13,0,10,9,7
781,No,25,Female,Travel_Rarely,883,Sales,26,Medical,3,3,4,Single,6180,1,1,Y,No,23,0,6,5,1
783,No,45,Male,Travel_Rarely,954,Sales,2,Technical Degree,2,1,3,Single,6632,0,1,Y,No,13,0,8,7,3
784,No,23,Male,Travel_Rarely,310,Research & Development,10,Medical,1,4,3,Single,3505,1,1,Y,No,18,0,2,2,0
785,Yes,47,Female,Travel_Frequently,719,Sales,27,Life Sciences,2,4,3,Single,6397,4,1,Y,Yes,12,0,5,4,1
786,No,34,Male,Travel_Rarely,304,Sales,2,Other,4,3,4,Single,6274,1,1,Y,No,22,0,6,5,1
787,Yes,55,Male,Travel_Rarely,725,Research & Development,2,Medical,4,3,1,Married,19859,5,1,Y,Yes,13,1,5,2,1
789,No,36,Male,Non-Travel,1434,Sales,8,Life Sciences,1,2,1,Single,7587,1,1,Y,No,15,0,10,7,0
791,No,52,Male,Non-Travel,715,Research & Development,19,Medical,4,3,4,Married,4258,0,1,Y,No,18,1,4,3,1
792,No,26,Female,Travel_Frequently,575,Research & Development,1,Life Sciences,1,1,4,Divorced,4364,3,1,Y,No,14,1,2,2,2
793,No,29,Female,Travel_Rarely,657,Research & Development,27,Medical,2,3,3,Married,4335,4,1,Y,No,12,1,8,7,1
796,Yes,26,Male,Travel_Rarely,1146,Sales,8,Technical Degree,4,2,1,Single,5326,6,1,Y,No,17,0,4,3,1
797,No,34,Female,Travel_Rarely,182,Research & Development,1,Life Sciences,2,4,4,Single,3280,2,1,Y,No,16,0,4,2,1
799,No,54,Female,Travel_Rarely,376,Research & Development,19,Medical,4,3,1,Divorced,5485,9,1,Y,Yes,11,2,5,3,1
800,No,27,Male,Travel_Frequently,829,Sales,8,Marketing,3,3,4,Married,4342,0,1,Y,No,19,1,4,2,1
802,No,37,Female,Travel_Rarely,571,Research & Development,10,Life Sciences,4,3,1,Divorced,2782,0,1,Y,Yes,13,2,5,3,4
803,No,38,Female,Travel_Frequently,240,Research & Development,2,Life Sciences,1,4,1,Single,5980,6,1,Y,Yes,12,0,15,7,4
804,No,34,Female,Travel_Rarely,121,Research & Development,2,Medical,3,2,1,Single,4381,1,1,Y,No,11,0,6,5,1
805,No,35,Female,Travel_Rarely,384,Sales,8,Life Sciences,1,3,4,Married,2572,1,1,Y,No,16,1,3,2,0
806,No,30,Male,Travel_Rarely,921,Research & Development,1,Life Sciences,4,1,3,Married,3833,3,1,Y,No,21,2,2,2,0
807,No,40,Female,Travel_Frequently,791,Research & Development,2,Medical,3,4,2,Married,4244,1,1,Y,No,24,1,8,7,3
808,No,34,Female,Travel_Rarely,1111,Sales,8,Life Sciences,3,3,1,Married,6500,5,1,Y,No,17,1,3,2,1
809,No,42,Male,Travel_Frequently,570,Research & Development,8,Life Sciences,2,3,4,Divorced,18430,1,1,Y,No,13,1,24,7,14
811,Yes,23,Male,Travel_Rarely,1243,Research & Development,6,Life Sciences,3,4,1,Married,1601,1,1,Y,Yes,21,2,0,0,0
812,No,24,Male,Non-Travel,1092,Research & Development,9,Life Sciences,3,2,2,Divorced,2694,1,1,Y,No,11,3,1,0,0
813,No,52,Female,Travel_Rarely,1325,Research & Development,11,Life Sciences,4,3,3,Married,3149,8,1,Y,No,20,1,5,2,1
815,No,50,Male,Travel_Rarely,691,Research & Development,2,Medical,3,3,3,Married,17639,5,1,Y,No,16,0,4,3,0
816,Yes,29,Female,Travel_Rarely,805,Research & Development,1,Life Sciences,2,2,1,Married,2319,1,1,Y,Yes,11,1,1,0,0
817,No,33,Male,Travel_Rarely,213,Research & Development,7,Medical,3,3,3,Married,11691,0,1,Y,No,11,0,13,9,3
819,Yes,33,Female,Travel_Rarely,118,Sales,16,Marketing,1,3,1,Single,5324,5,1,Y,No,15,0,3,2,0
820,No,47,Female,Travel_Rarely,202,Research & Development,2,Other,3,3,4,Married,16752,1,1,Y,Yes,11,1,26,14,3
823,No,36,Female,Travel_Rarely,676,Research & Development,1,Other,3,3,2,Married,5228,0,1,Y,No,15,1,9,7,0
824,No,29,Male,Travel_Rarely,1252,Research & Development,23,Life Sciences,3,4,3,Married,2700,1,1,Y,No,24,1,10,7,0
825,Yes,58,Male,Travel_Rarely,286,Research & Development,2,Life Sciences,4,3,2,Single,19246,7,1,Y,Yes,12,0,31,15,13
826,No,35,Female,Travel_Rarely,1258,Research & Development,1,Life Sciences,4,4,3,Single,2506,3,1,Y,No,13,0,2,2,2
827,No,42,Female,Travel_Rarely,932,Research & Development,1,Life Sciences,4,2,4,Married,6062,9,1,Y,Yes,13,1,4,3,0
828,Yes,28,Male,Travel_Rarely,890,Research & Development,2,Medical,3,3,3,Single,4382,6,1,Y,No,17,0,2,2,2
829,No,36,Male,Travel_Rarely,1041,Human Resources,13,Human Resources,3,3,2,Married,2143,4,1,Y,No,13,1,5,2,0
830,No,32,Female,Travel_Rarely,859,Research & Development,4,Life Sciences,3,2,3,Married,6162,1,1,Y,No,12,1,14,13,6
832,No,40,Male,Travel_Frequently,720,Research & Development,16,Medical,1,2,3,Single,5094,6,1,Y,No,14,0,1,0,0
833,No,30,Female,Travel_Rarely,946,Research & Development,2,Medical,3,2,4,Single,6877,5,1,Y,Yes,24,0,0,0,0
834,No,45,Female,Travel_Rarely,252,Research & Development,2,Life Sciences,2,2,3,Single,2274,1,1,Y,No,14,0,1,0,0
836,No,42,Male,Travel_Rarely,933,Research & Development,29,Life Sciences,2,3,2,Married,4434,1,1,Y,No,13,1,9,8,7
837,No,38,Male,Travel_Frequently,471,Research & Development,12,Life Sciences,1,2,1,Divorced,6288,2,1,Y,No,15,1,4,3,1
838,No,34,Female,Travel_Frequently,702,Research & Development,16,Life Sciences,3,2,4,Single,2553,1,1,Y,No,16,0,5,2,1
840,Yes,49,Female,Travel_Rarely,1184,Sales,11,Marketing,3,3,4,Married,7654,1,1,Y,No,18,2,9,8,7
842,Yes,55,Male,Travel_Rarely,436,Sales,2,Medical,3,3,4,Single,5160,4,1,Y,No,16,0,9,7,7
843,No,43,Male,Travel_Rarely,589,Research & Development,14,Life Sciences,2,3,1,Married,17159,6,1,Y,No,24,1,4,1,1
844,No,27,Male,Travel_Rarely,269,Research & Development,5,Technical Degree,3,2,4,Divorced,12808,1,1,Y,Yes,16,1,9,8,0
845,No,35,Male,Travel_Rarely,950,Research & Development,7,Other,3,3,3,Single,10221,3,1,Y,No,21,0,8,5,1
846,No,28,Female,Travel_Rarely,760,Sales,2,Marketing,2,3,2,Married,4779,1,1,Y,Yes,20,0,8,7,7
847,No,34,Male,Travel_Rarely,829,Human Resources,3,Human Resources,3,3,4,Married,3737,0,1,Y,No,19,1,3,2,0
848,Yes,26,Female,Travel_Frequently,887,Research & Development,5,Medical,3,2,3,Married,2366,1,1,Y,Yes,14,1,8,7,1
850,No,27,Male,Non-Travel,443,Research & Development,3,Medical,4,3,4,Married,1706,1,1,Y,No,11,3,0,0,0
851,No,51,Female,Travel_Rarely,1318,Sales,26,Marketing,1,3,3,Married,16307,2,1,Y,No,14,1,20,6,4
852,No,44,Male,Travel_Rarely,625,Research & Development,4,Medical,4,3,2,Single,5933,9,1,Y,No,12,0,5,2,2
854,No,25,Male,Travel_Rarely,180,Research & Development,2,Medical,1,4,1,Single,3424,7,1,Y,No,13,0,4,3,0
855,No,33,Male,Travel_Rarely,586,Sales,1,Medical,1,4,1,Divorced,4037,1,1,Y,No,22,1,9,8,0
856,No,35,Female,Travel_Rarely,1343,Research & Development,27,Medical,3,2,1,Single,2559,1,1,Y,No,11,0,6,5,1
857,No,36,Male,Travel_Rarely,928,Sales,1,Life Sciences,2,3,4,Married,6201,1,1,Y,Yes,14,1,18,14,4
859,No,32,Male,Travel_Rarely,117,Sales,13,Life Sciences,2,3,4,Divorced,4403,2,1,Y,No,11,1,5,2,0
861,No,30,Male,Travel_Frequently,1012,Research & Development,5,Life Sciences,2,2,4,Divorced,3761,9,1,Y,No,12,1,5,4,0
862,No,53,Female,Travel_Rarely,661,Sales,7,Marketing,1,2,4,Married,10934,7,1,Y,Yes,18,1,5,2,0
864,No,45,Male,Travel_Rarely,930,Sales,9,Marketing,4,3,1,Divorced,10761,4,1,Y,Yes,12,1,5,4,0
865,No,32,Female,Travel_Rarely,638,Research & Development,8,Medical,3,4,3,Married,5175,5,1,Y,No,12,1,5,3,1
867,No,52,Female,Travel_Frequently,890,Research & Development,25,Medical,3,2,4,Married,13826,3,1,Y,No,22,0,9,8,0
868,No,37,Male,Travel_Rarely,342,Sales,16,Marketing,4,2,3,Divorced,6334,4,1,Y,No,19,2,1,0,0
869,No,28,Male,Travel_Rarely,1169,Human Resources,8,Medical,2,2,4,Divorced,4936,1,1,Y,No,13,1,5,1,0
872,No,22,Male,Travel_Rarely,1230,Research & Development,1,Life Sciences,4,2,4,Married,4775,6,1,Y,No,22,2,2,2,2
874,No,44,Male,Travel_Rarely,986,Research & Development,8,Life Sciences,1,4,4,Married,2818,2,1,Y,Yes,24,1,3,2,0
